EmployeeNumber,Department,JobRole,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Attrition,attrition_flag,attrition_probability,risk_decile,risk_band,intervention_priority,risk_explanation
283,Sales,Sales Executive,No,Travel_Rarely,7639,10,4,2,2,Yes,1,0.3285421874524555,5,Elevated,Monitor,Low environment satisfaction; Low work-life balance
1753,Research & Development,Healthcare Representative,Yes,Travel_Frequently,6294,3,3,4,4,No,0,0.32822485895855597,5,Elevated,Monitor,Works overtime; Frequent business travel; No stock option
70,Research & Development,Healthcare Representative,Yes,Non-Travel,9884,4,1,3,3,No,0,0.3278959989106959,5,Elevated,Monitor,Works overtime; Low job satisfaction
1050,Sales,Sales Executive,No,Travel_Frequently,7525,15,2,3,3,No,0,0.3274852077526992,5,Elevated,Monitor,Frequent business travel; Low job satisfaction; Long promotion gap
1042,Research & Development,Laboratory Technician,No,Travel_Rarely,2743,17,1,3,3,Yes,1,0.3253530333181619,5,Elevated,Monitor,Low job satisfaction; Long promotion gap; No stock option
2018,Sales,Sales Executive,Yes,Travel_Rarely,4907,5,3,1,2,No,0,0.32482375435709915,5,Elevated,Monitor,Works overtime; Low environment satisfaction; Low work-life balance
388,Sales,Sales Executive,No,Travel_Frequently,4554,10,4,2,2,No,0,0.3246894631216413,5,Elevated,Monitor,Frequent business travel; Low environment satisfaction; Low work-life balance; No stock option
1694,Research & Development,Research Scientist,No,Travel_Rarely,3537,4,2,1,3,No,0,0.3244462809188351,5,Elevated,Monitor,Low job satisfaction; Low environment satisfaction
1956,Research & Development,Research Scientist,No,Travel_Frequently,5003,10,1,4,3,No,0,0.32391143761009317,5,Elevated,Monitor,Frequent business travel; Low job satisfaction; Long promotion gap; No stock option
1049,Human Resources,Human Resources,No,Travel_Rarely,2177,6,2,2,3,No,0,0.32366939284232593,5,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
916,Sales,Sales Executive,No,Travel_Rarely,4908,4,4,1,3,No,0,0.3223846028279273,5,Elevated,Monitor,Low environment satisfaction; No stock option
536,Research & Development,Laboratory Technician,No,Travel_Rarely,4558,10,1,3,3,No,0,0.32135517912229067,5,Elevated,Monitor,Low job satisfaction
667,Sales,Sales Representative,No,Travel_Rarely,3041,4,1,3,3,Yes,1,0.3196487737243213,5,Elevated,Monitor,Low job satisfaction
244,Sales,Sales Executive,No,Travel_Rarely,10453,24,1,2,3,No,0,0.3194727705075789,5,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap
1260,Research & Development,Healthcare Representative,Yes,Travel_Rarely,6623,6,4,3,3,No,0,0.31858015905767645,5,Elevated,Monitor,Works overtime
1371,Sales,Sales Executive,No,Travel_Frequently,5071,6,4,4,3,No,0,0.31756643031072074,5,Elevated,Monitor,Frequent business travel; No stock option
1622,Research & Development,Manufacturing Director,No,Travel_Rarely,4877,5,1,2,2,No,0,0.3174743359774316,5,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance
776,Sales,Manager,No,Travel_Rarely,16856,34,1,3,4,No,0,0.3171945399269931,5,Elevated,Monitor,Low job satisfaction; No stock option
861,Research & Development,Research Scientist,No,Travel_Frequently,3761,5,4,2,2,No,0,0.31668255295750464,5,Elevated,Monitor,Frequent business travel; Low environment satisfaction; Low work-life balance
825,Research & Development,Research Director,Yes,Travel_Rarely,19246,31,2,4,3,Yes,1,0.31514574198642714,5,Elevated,Monitor,Works overtime; Low job satisfaction; Long promotion gap; No stock option
407,Research & Development,Laboratory Technician,No,Travel_Frequently,3688,1,4,3,3,No,0,0.3148968625297827,5,Elevated,Monitor,Frequent business travel; Early tenure
1032,Research & Development,Manufacturing Director,Yes,Travel_Rarely,13726,5,4,3,3,No,0,0.31435095240367267,5,Elevated,Monitor,Works overtime; Long promotion gap; No stock option
511,Research & Development,Research Scientist,No,Travel_Rarely,2244,2,2,1,3,No,0,0.3130898114268401,5,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Early tenure
728,Sales,Sales Executive,No,Travel_Rarely,4960,7,1,4,3,No,0,0.3127885841105778,5,Elevated,Monitor,Low job satisfaction; No stock option
1150,Research & Development,Manufacturing Director,Yes,Travel_Rarely,5056,10,4,2,2,No,0,0.31209123526621274,5,Elevated,Monitor,Works overtime; Low environment satisfaction; Low work-life balance
716,Research & Development,Laboratory Technician,Yes,Travel_Rarely,3221,20,3,4,3,No,0,0.3111468609442026,5,Elevated,Monitor,Works overtime
1457,Sales,Sales Executive,No,Travel_Rarely,10096,7,4,1,4,Yes,1,0.31062635374010883,5,Elevated,Monitor,Low environment satisfaction; Long promotion gap
198,Research & Development,Laboratory Technician,No,Travel_Rarely,2720,5,4,2,3,No,0,0.3106076631078015,5,Elevated,Monitor,Low environment satisfaction; No stock option
11,Research & Development,Laboratory Technician,No,Travel_Rarely,2693,1,3,4,3,No,0,0.3099920730918332,5,Elevated,Monitor,Early tenure
1438,Research & Development,Research Scientist,No,Travel_Rarely,3420,6,4,1,2,No,0,0.30913258149479317,5,Elevated,Monitor,Low environment satisfaction; Low work-life balance
85,Research & Development,Manufacturing Director,No,Travel_Frequently,6499,6,2,2,3,No,0,0.3088502051691186,5,Elevated,Monitor,Frequent business travel; Low job satisfaction; Low environment satisfaction; No stock option
1477,Sales,Sales Executive,No,Travel_Frequently,4373,4,1,4,3,No,0,0.3087770884654159,5,Elevated,Monitor,Frequent business travel; Low job satisfaction
613,Sales,Manager,No,Travel_Rarely,11557,5,4,3,2,No,0,0.3083131502436897,5,Elevated,Monitor,Low work-life balance
923,Research & Development,Research Scientist,No,Travel_Rarely,2693,1,4,4,2,Yes,1,0.307152880821932,5,Elevated,Monitor,Low work-life balance; Early tenure; No stock option
1931,Research & Development,Research Scientist,No,Travel_Rarely,2226,5,2,2,2,No,0,0.3061296038925429,5,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance
1453,Sales,Sales Executive,No,Travel_Rarely,10793,13,4,1,3,No,0,0.30373489993694713,5,Elevated,Monitor,Low environment satisfaction; Long promotion gap
733,Research & Development,Manufacturing Director,No,Travel_Frequently,8793,9,1,4,2,No,0,0.3029001248885167,5,Elevated,Monitor,Frequent business travel; Low job satisfaction; Low work-life balance
686,Research & Development,Laboratory Technician,Yes,Travel_Rarely,2659,3,4,3,3,No,0,0.3018873267207326,5,Elevated,Monitor,Works overtime
1766,Research & Development,Healthcare Representative,Yes,Travel_Rarely,5811,1,4,2,3,No,0,0.301625745051931,5,Elevated,Monitor,Works overtime; Low environment satisfaction; Early tenure
1724,Research & Development,Manufacturing Director,Yes,Travel_Rarely,6516,1,1,2,3,No,0,0.30075341621641444,5,Elevated,Monitor,Works overtime; Low job satisfaction; Low environment satisfaction; Early tenure
1073,Research & Development,Manufacturing Director,No,Travel_Rarely,8858,14,4,4,2,No,0,0.2998291328452054,5,Elevated,Monitor,Low work-life balance; Long promotion gap; No stock option
1527,Sales,Manager,No,Travel_Rarely,16606,13,2,3,4,No,0,0.29930514361053445,5,Elevated,Monitor,Low job satisfaction; Long promotion gap
1542,Research & Development,Laboratory Technician,No,Travel_Rarely,4841,1,2,3,3,No,0,0.29909707096074667,5,Elevated,Monitor,Low job satisfaction; Early tenure
314,Sales,Sales Executive,No,Travel_Frequently,8789,10,3,3,4,No,0,0.2987267308292026,5,Elevated,Monitor,Frequent business travel; No stock option
2038,Research & Development,Research Scientist,No,Travel_Rarely,2439,4,1,4,3,No,0,0.2986501321546602,5,Elevated,Monitor,Low job satisfaction; No stock option
12,Research & Development,Manufacturing Director,No,Travel_Frequently,9526,9,3,4,3,No,0,0.297482893053861,5,Elevated,Monitor,Frequent business travel; No stock option
652,Research & Development,Laboratory Technician,No,Travel_Rarely,3681,3,4,1,3,No,0,0.2974369624656728,5,Elevated,Monitor,Low environment satisfaction; No stock option
864,Sales,Sales Executive,Yes,Travel_Rarely,10761,5,1,4,3,No,0,0.29655396850063614,5,Elevated,Monitor,Works overtime; Low job satisfaction
829,Human Resources,Human Resources,No,Travel_Rarely,2143,5,2,3,3,No,0,0.2965268657483715,5,Elevated,Monitor,Low job satisfaction
1412,Research & Development,Manufacturing Director,No,Travel_Frequently,9362,2,4,3,3,No,0,0.295710345121757,5,Elevated,Monitor,Frequent business travel; Early tenure; No stock option
97,Research & Development,Laboratory Technician,No,Travel_Rarely,3038,1,4,2,3,No,0,0.2948166872067049,5,Elevated,Monitor,Low environment satisfaction; Early tenure; No stock option
900,Sales,Sales Representative,No,Travel_Frequently,2973,5,4,3,3,No,0,0.2926496193182521,5,Elevated,Monitor,Frequent business travel
1864,Sales,Sales Representative,No,Travel_Rarely,3540,9,3,2,3,No,0,0.2925148170181178,5,Elevated,Monitor,Low environment satisfaction; Long promotion gap
975,Sales,Sales Executive,No,Travel_Rarely,4601,5,3,3,3,No,0,0.291700596878816,5,Elevated,Monitor,No stock option
2014,Research & Development,Research Scientist,No,Travel_Rarely,4108,7,4,1,3,No,0,0.29165709636912857,5,Elevated,Monitor,Low environment satisfaction; No stock option
2064,Research & Development,Manufacturing Director,Yes,Travel_Rarely,6142,6,2,2,3,No,0,0.28929232120591886,5,Elevated,Monitor,Works overtime; Low job satisfaction; Low environment satisfaction
1972,Human Resources,Human Resources,Yes,Travel_Frequently,2991,6,2,4,3,No,0,0.28869928863343436,5,Elevated,Monitor,Works overtime; Frequent business travel; Low job satisfaction
878,Human Resources,Human Resources,No,Travel_Rarely,2342,5,1,1,3,No,0,0.28779915721879007,5,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
889,Sales,Sales Executive,No,Travel_Frequently,6524,10,2,2,3,No,0,0.28757081093140285,5,Elevated,Monitor,Frequent business travel; Low job satisfaction; Low environment satisfaction; Long promotion gap
862,Sales,Sales Executive,Yes,Travel_Rarely,10934,5,4,1,3,No,0,0.28727210104422074,5,Elevated,Monitor,Works overtime; Low environment satisfaction
1252,Research & Development,Healthcare Representative,No,Travel_Rarely,6812,10,1,3,3,No,0,0.2866533513437476,5,Elevated,Monitor,Low job satisfaction; No stock option
1548,Sales,Sales Executive,No,Travel_Rarely,5473,8,1,1,4,No,0,0.2861251887701504,5,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap; No stock option
1562,Sales,Sales Executive,No,Travel_Rarely,9714,10,1,2,3,Yes,1,0.28592145888224174,5,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap
1310,Research & Development,Research Scientist,No,Travel_Rarely,3904,5,1,3,3,Yes,1,0.2838842002945091,5,Elevated,Monitor,Low job satisfaction; No stock option
2009,Research & Development,Healthcare Representative,Yes,Travel_Rarely,4878,9,4,2,3,No,0,0.28306722970919407,5,Elevated,Monitor,Works overtime; Low environment satisfaction; Long promotion gap
1466,Sales,Sales Executive,No,Travel_Rarely,5486,2,1,3,3,No,0,0.28286551880846694,5,Elevated,Monitor,Low job satisfaction; Early tenure
1324,Sales,Sales Executive,Yes,Non-Travel,9852,10,3,4,2,No,0,0.28245051385111125,5,Elevated,Monitor,Works overtime; Low work-life balance; Long promotion gap
912,Research & Development,Laboratory Technician,No,Travel_Rarely,2532,4,4,1,3,No,0,0.2810369996251723,5,Elevated,Monitor,Low environment satisfaction
449,Sales,Sales Executive,Yes,Non-Travel,6349,5,2,3,3,No,0,0.28016941139682633,5,Elevated,Monitor,Works overtime; Low job satisfaction
662,Research & Development,Research Scientist,No,Travel_Rarely,2619,0,1,3,2,No,0,0.2798878341886527,5,Elevated,Monitor,Low job satisfaction; Low work-life balance; Early tenure; No stock option
1479,Sales,Sales Executive,No,Travel_Rarely,5301,2,3,4,2,No,0,0.27919883219847713,5,Elevated,Monitor,Low work-life balance; Early tenure
1969,Research & Development,Research Scientist,No,Travel_Rarely,2897,4,3,1,2,No,0,0.2780305928677063,5,Elevated,Monitor,Low environment satisfaction; Low work-life balance
802,Research & Development,Research Scientist,Yes,Travel_Rarely,2782,5,1,4,2,No,0,0.27720707710308407,5,Elevated,Monitor,Works overtime; Low job satisfaction; Low work-life balance; Long promotion gap
1048,Sales,Manager,Yes,Travel_Rarely,11904,6,4,2,1,No,0,0.27583767677173754,5,Elevated,Monitor,Works overtime; Low environment satisfaction; Low work-life balance
1882,Sales,Sales Executive,Yes,Travel_Rarely,9713,5,4,3,3,No,0,0.27567010430627104,5,Elevated,Monitor,Works overtime
1529,Research & Development,Healthcare Representative,No,Travel_Rarely,8606,11,2,4,1,No,0,0.2752969393797829,5,Elevated,Monitor,Low job satisfaction; Low work-life balance; No stock option
888,Research & Development,Laboratory Technician,No,Non-Travel,3162,5,4,1,2,No,0,0.2750599990429863,5,Elevated,Monitor,Low environment satisfaction; Low work-life balance; No stock option
808,Sales,Sales Executive,No,Travel_Rarely,6500,3,1,3,3,No,0,0.27470214350032895,5,Elevated,Monitor,Low job satisfaction
2049,Research & Development,Healthcare Representative,Yes,Travel_Frequently,5689,10,3,3,4,No,0,0.27302923599973333,5,Elevated,Monitor,Works overtime; Frequent business travel
429,Research & Development,Manager,Yes,Travel_Rarely,17068,21,1,3,3,No,0,0.2726836886400857,5,Elevated,Monitor,Works overtime; Low job satisfaction; Long promotion gap; No stock option
60,Sales,Sales Executive,No,Non-Travel,4568,9,3,2,3,No,0,0.271245660283719,5,Elevated,Monitor,Low environment satisfaction; Long promotion gap; No stock option
961,Research & Development,Healthcare Representative,Yes,Travel_Rarely,5855,9,4,4,1,No,0,0.27036823603560944,5,Elevated,Monitor,Works overtime; Low work-life balance; Long promotion gap
374,Research & Development,Manager,Yes,Travel_Rarely,19045,36,1,4,3,No,0,0.26875088347604925,5,Elevated,Monitor,Works overtime; Low job satisfaction; Long promotion gap; No stock option
1709,Research & Development,Laboratory Technician,No,Travel_Rarely,2974,5,3,4,3,No,0,0.2686093460749949,5,Elevated,Monitor,No dominant heuristic risk driver
1701,Research & Development,Research Scientist,No,Travel_Rarely,2929,10,4,2,3,No,0,0.2673886464739036,5,Elevated,Monitor,Low environment satisfaction; Long promotion gap; No stock option
1163,Sales,Sales Executive,No,Travel_Rarely,5714,6,3,2,2,No,0,0.26705857834634017,5,Elevated,Monitor,Low environment satisfaction; Low work-life balance; No stock option
1401,Research & Development,Manufacturing Director,Yes,Travel_Frequently,13247,5,3,4,2,No,0,0.26671493415556286,5,Elevated,Monitor,Works overtime; Frequent business travel; Low work-life balance
1700,Sales,Sales Executive,No,Travel_Frequently,9525,6,4,3,2,No,0,0.26595219572929263,5,Elevated,Monitor,Frequent business travel; Low work-life balance
1480,Research & Development,Laboratory Technician,No,Travel_Frequently,3673,12,4,1,3,No,0,0.264833268267799,5,Elevated,Monitor,Frequent business travel; Low environment satisfaction; Long promotion gap; No stock option
204,Sales,Sales Executive,No,Travel_Rarely,7295,10,2,3,3,No,0,0.26405622540603346,5,Elevated,Monitor,Low job satisfaction
1322,Research & Development,Manufacturing Director,No,Travel_Rarely,4534,8,3,1,3,No,0,0.26325133531269307,5,Elevated,Monitor,Low environment satisfaction; No stock option
444,Research & Development,Manager,No,Travel_Frequently,19272,21,4,3,3,No,0,0.2622909003348711,5,Elevated,Monitor,Frequent business travel; Long promotion gap
1749,Sales,Sales Executive,No,Travel_Rarely,8346,5,3,1,3,No,0,0.26204325990662564,5,Elevated,Monitor,Low environment satisfaction
1790,Research & Development,Healthcare Representative,Yes,Travel_Rarely,8321,12,1,4,3,No,0,0.26165778774635073,5,Elevated,Monitor,Works overtime; Low job satisfaction; Long promotion gap
1597,Research & Development,Healthcare Representative,No,Travel_Frequently,5063,8,3,4,2,No,0,0.2606625210074028,5,Elevated,Monitor,Frequent business travel; Low work-life balance; Long promotion gap
103,Human Resources,Human Resources,Yes,Travel_Rarely,5021,4,2,2,3,No,0,0.26059306145581507,5,Elevated,Monitor,Works overtime; Low job satisfaction; Low environment satisfaction
330,Sales,Sales Representative,No,Travel_Rarely,3931,4,2,3,3,No,0,0.25840913752639283,5,Elevated,Monitor,Low job satisfaction
1306,Research & Development,Manager,No,Travel_Frequently,18061,0,2,2,3,No,0,0.25743293218876195,5,Elevated,Monitor,Frequent business travel; Low job satisfaction; Low environment satisfaction; Early tenure; No stock option
346,Research & Development,Research Scientist,No,Travel_Rarely,2340,6,4,3,3,No,0,0.25541295925403706,5,Elevated,Monitor,No stock option
630,Research & Development,Research Scientist,Yes,Travel_Rarely,5577,10,1,4,3,No,0,0.25389008393500007,5,Elevated,Monitor,Works overtime; Low job satisfaction; Long promotion gap
2019,Sales,Sales Representative,No,Non-Travel,3482,9,4,1,2,No,0,0.25332742452298135,5,Elevated,Monitor,Low environment satisfaction; Low work-life balance
951,Research & Development,Laboratory Technician,No,Non-Travel,2332,3,2,3,3,No,0,0.25327735181427474,5,Elevated,Monitor,Low job satisfaction; No stock option
1289,Human Resources,Human Resources,No,Travel_Frequently,4490,10,2,3,4,No,0,0.2532224526929434,5,Elevated,Monitor,Frequent business travel; Low job satisfaction
1003,Sales,Sales Executive,Yes,Travel_Rarely,4163,9,4,4,3,No,0,0.2527007031558523,5,Elevated,Monitor,Works overtime; No stock option
200,Research & Development,Laboratory Technician,No,Travel_Rarely,2238,5,1,3,3,No,0,0.2526709590913106,5,Elevated,Monitor,Low job satisfaction
677,Sales,Sales Executive,No,Travel_Rarely,7104,5,3,3,3,No,0,0.2525109421072023,5,Elevated,Monitor,No stock option
675,Research & Development,Research Scientist,No,Travel_Rarely,2773,2,3,1,3,No,0,0.2515551784316194,5,Elevated,Monitor,Low environment satisfaction; Early tenure; No stock option
1852,Research & Development,Laboratory Technician,No,Travel_Frequently,3812,11,4,4,4,No,0,0.2509556967236124,5,Elevated,Monitor,Frequent business travel; No stock option
1362,Sales,Sales Executive,No,Travel_Frequently,4639,15,1,1,2,No,0,0.24855731350470095,5,Low,Monitor,Frequent business travel; Low job satisfaction; Low environment satisfaction; Low work-life balance; Long promotion gap
1982,Research & Development,Laboratory Technician,No,Travel_Rarely,2647,5,4,4,4,No,0,0.24789255299986368,5,Low,Monitor,No stock option
852,Research & Development,Healthcare Representative,No,Travel_Rarely,5933,5,2,4,2,No,0,0.24563992466129653,5,Low,Monitor,Low job satisfaction; Low work-life balance; No stock option
300,Research & Development,Research Scientist,No,Travel_Rarely,2058,6,3,3,2,Yes,1,0.24545688386521738,5,Low,Monitor,Low work-life balance; No stock option
49,Sales,Sales Representative,No,Travel_Rarely,2014,2,4,4,3,No,0,0.24475946866386047,5,Low,Monitor,Early tenure; No stock option
981,Sales,Manager,No,Travel_Rarely,14852,17,3,3,4,No,0,0.2432379229099722,5,Low,Monitor,Long promotion gap
1074,Research & Development,Manager,No,Non-Travel,16756,9,1,3,4,No,0,0.24273329105949062,5,Low,Monitor,Low job satisfaction; Long promotion gap; No stock option
164,Research & Development,Research Scientist,No,Travel_Rarely,2368,5,2,3,2,No,0,0.2425468020739363,5,Low,Monitor,Low job satisfaction; Low work-life balance; Long promotion gap; No stock option
1024,Research & Development,Healthcare Representative,No,Travel_Rarely,10999,15,3,3,3,No,0,0.24242420421108316,6,Low,Monitor,Long promotion gap; No stock option
507,Sales,Sales Executive,Yes,Travel_Rarely,4260,5,3,4,4,No,0,0.24206389650606644,6,Low,Monitor,Works overtime
567,Sales,Sales Executive,No,Non-Travel,8412,9,1,3,3,No,0,0.23846446690007903,6,Low,Monitor,Low job satisfaction; Long promotion gap; No stock option
893,Sales,Sales Representative,No,Travel_Rarely,2899,2,2,2,3,No,0,0.2375677107363993,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Early tenure
1954,Research & Development,Healthcare Representative,No,Travel_Rarely,5373,5,1,1,2,No,0,0.2373268964310918,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance
240,Sales,Sales Executive,Yes,Travel_Rarely,5006,5,1,3,4,No,0,0.23607272473311378,6,Low,Monitor,Works overtime; Low job satisfaction
1945,Sales,Sales Executive,No,Travel_Rarely,5561,5,1,2,1,No,0,0.23474725307197736,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance
656,Sales,Sales Executive,Yes,Travel_Rarely,9602,3,3,4,2,No,0,0.2346790161864048,6,Low,Monitor,Works overtime; Low work-life balance
1770,Research & Development,Research Director,No,Travel_Rarely,19038,1,1,3,3,No,0,0.23467118611075444,6,Low,Monitor,Low job satisfaction; Early tenure
775,Research & Development,Manufacturing Director,No,Travel_Rarely,5121,0,1,2,3,No,0,0.23418970105812786,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Early tenure
1787,Sales,Sales Executive,No,Travel_Rarely,4189,5,2,2,3,No,0,0.23322098042687375,6,Low,Monitor,Low job satisfaction; Low environment satisfaction
766,Sales,Sales Representative,No,Travel_Rarely,2297,2,2,4,3,No,0,0.2324421543656835,6,Low,Monitor,Low job satisfaction; Early tenure
1890,Human Resources,Human Resources,No,Travel_Frequently,3886,10,4,2,2,No,0,0.23206687916894167,6,Low,Monitor,Frequent business travel; Low environment satisfaction; Low work-life balance; No stock option
624,Research & Development,Healthcare Representative,No,Travel_Frequently,10527,2,3,1,2,No,0,0.23106065537054715,6,Low,Monitor,Frequent business travel; Low environment satisfaction; Low work-life balance; Early tenure; No stock option
1068,Research & Development,Research Scientist,No,Travel_Frequently,2007,5,3,1,3,No,0,0.23002506990238247,6,Low,Monitor,Frequent business travel; Low environment satisfaction
1012,Research & Development,Research Scientist,No,Non-Travel,1051,0,4,2,3,No,0,0.22910652945316126,6,Low,Monitor,Low environment satisfaction; Early tenure; No stock option
1407,Research & Development,Research Scientist,No,Travel_Rarely,3904,4,4,1,3,No,0,0.2270495630414544,6,Low,Monitor,Low environment satisfaction; No stock option
1240,Sales,Sales Executive,No,Travel_Rarely,4950,4,4,3,3,No,0,0.2268533592805506,6,Low,Monitor,No stock option
1103,Research & Development,Healthcare Representative,No,Travel_Frequently,7756,6,4,1,2,No,0,0.2264450048551619,6,Low,Monitor,Frequent business travel; Low environment satisfaction; Low work-life balance; No stock option
945,Research & Development,Research Scientist,No,Travel_Rarely,2259,0,3,4,2,No,0,0.22604645969330867,6,Low,Monitor,Low work-life balance; Early tenure
54,Research & Development,Laboratory Technician,No,Travel_Rarely,2341,1,1,4,3,No,0,0.22578521856669637,6,Low,Monitor,Low job satisfaction; Early tenure
592,Sales,Sales Executive,No,Non-Travel,9980,10,4,2,2,No,0,0.22512948771887867,6,Low,Monitor,Low environment satisfaction; Low work-life balance; Long promotion gap; No stock option
762,Research & Development,Healthcare Representative,No,Travel_Rarely,11103,10,4,3,2,No,0,0.22499385806985434,6,Low,Monitor,Low work-life balance; No stock option
57,Research & Development,Laboratory Technician,No,Travel_Frequently,4011,12,4,3,3,No,0,0.2245228088623097,6,Low,Monitor,Frequent business travel; No stock option
868,Sales,Sales Executive,No,Travel_Rarely,6334,1,3,4,3,No,0,0.22446827633556057,6,Low,Monitor,Early tenure
101,Research & Development,Research Director,Yes,Travel_Rarely,13245,0,1,4,4,No,0,0.22375787526677154,6,Low,Monitor,Works overtime; Low job satisfaction; Early tenure; No stock option
430,Research & Development,Laboratory Technician,No,Travel_Frequently,2455,8,4,3,3,No,0,0.22350705457798567,6,Low,Monitor,Frequent business travel; No stock option
52,Sales,Sales Executive,No,Travel_Frequently,5376,5,1,3,3,No,0,0.22341793620559214,6,Low,Monitor,Frequent business travel; Low job satisfaction
874,Research & Development,Laboratory Technician,Yes,Travel_Rarely,2818,3,4,1,2,No,0,0.2231064017091313,6,Low,Monitor,Works overtime; Low environment satisfaction; Low work-life balance
24,Research & Development,Research Scientist,Yes,Travel_Rarely,3944,3,4,4,3,No,0,0.222844695497026,6,Low,Monitor,Works overtime; No stock option
620,Sales,Sales Executive,No,Travel_Rarely,4859,5,3,1,3,No,0,0.22201002326955757,6,Low,Monitor,Low environment satisfaction; No stock option
957,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4721,18,1,4,3,No,0,0.22131140781649508,6,Low,Monitor,Works overtime; Low job satisfaction; No stock option
227,Research & Development,Research Scientist,No,Travel_Rarely,2451,9,3,1,3,No,0,0.2208157831719839,6,Low,Monitor,Low environment satisfaction
1314,Human Resources,Human Resources,No,Travel_Rarely,3423,7,1,4,4,No,0,0.22045288180689335,6,Low,Monitor,Low job satisfaction; Long promotion gap; No stock option
789,Sales,Sales Executive,No,Non-Travel,7587,10,1,1,3,No,0,0.21907357533018,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
834,Research & Development,Research Scientist,No,Travel_Rarely,2274,1,3,2,3,No,0,0.21885165757940564,6,Low,Monitor,Low environment satisfaction; Early tenure; No stock option
1996,Sales,Sales Representative,No,Travel_Rarely,3067,2,3,1,3,No,0,0.2185780756321498,6,Low,Monitor,Low environment satisfaction; Early tenure
1367,Research & Development,Manufacturing Director,No,Travel_Rarely,13142,5,2,4,2,No,0,0.21839363250458066,6,Low,Monitor,Low job satisfaction; Low work-life balance; No stock option
230,Sales,Sales Executive,No,Travel_Rarely,8686,8,4,1,4,No,0,0.21791598227065445,6,Low,Monitor,Low environment satisfaction; No stock option
470,Human Resources,Human Resources,Yes,Travel_Rarely,2696,3,3,3,3,No,0,0.21774733684686834,6,Low,Monitor,Works overtime
221,Research & Development,Research Scientist,No,Travel_Rarely,2713,5,4,3,1,No,0,0.21699346683223714,6,Low,Monitor,Low work-life balance
1543,Research & Development,Research Scientist,No,Travel_Rarely,4285,10,4,1,3,No,0,0.216966762354368,6,Low,Monitor,Low environment satisfaction; No stock option
1545,Research & Development,Manufacturing Director,No,Travel_Rarely,4320,5,2,4,3,No,0,0.21601288786452916,6,Low,Monitor,Low job satisfaction; No stock option
455,Research & Development,Laboratory Technician,No,Travel_Rarely,3983,3,4,2,3,No,0,0.2159994868227987,6,Low,Monitor,Low environment satisfaction; No stock option
1136,Research & Development,Research Scientist,No,Travel_Rarely,3201,5,2,1,1,No,0,0.2158476276222093,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance; No stock option
690,Sales,Sales Executive,No,Travel_Rarely,5561,6,3,2,2,No,0,0.2154763452567572,6,Low,Monitor,Low environment satisfaction; Low work-life balance
580,Sales,Sales Executive,Yes,Travel_Rarely,9071,3,4,3,3,No,0,0.21533899204357562,6,Low,Monitor,Works overtime
859,Sales,Sales Executive,No,Travel_Rarely,4403,5,4,2,2,No,0,0.21430504549926005,6,Low,Monitor,Low environment satisfaction; Low work-life balance
1560,Sales,Sales Executive,No,Travel_Rarely,6392,2,1,1,1,No,0,0.212895525407114,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance; Early tenure
926,Research & Development,Manufacturing Director,Yes,Travel_Rarely,4171,3,3,2,4,Yes,1,0.21245465198462027,6,Low,Monitor,Works overtime; Low environment satisfaction
1303,Research & Development,Research Scientist,No,Travel_Rarely,2096,2,2,4,2,No,0,0.21229693158226293,6,Low,Monitor,Low job satisfaction; Low work-life balance; Early tenure; No stock option
169,Research & Development,Laboratory Technician,No,Travel_Rarely,2523,2,4,3,3,No,0,0.21226944982777474,6,Low,Monitor,Early tenure
1482,Research & Development,Research Scientist,No,Non-Travel,1274,1,3,3,2,No,0,0.21221878759107132,6,Low,Monitor,Low work-life balance; Early tenure
1772,Research & Development,Laboratory Technician,No,Travel_Rarely,2289,5,1,3,3,No,0,0.21005965468260565,6,Low,Monitor,Low job satisfaction
1265,Research & Development,Research Scientist,No,Travel_Rarely,2585,1,3,3,2,No,0,0.20911699704578418,6,Low,Monitor,Low work-life balance; Early tenure; No stock option
680,Research & Development,Research Scientist,No,Travel_Frequently,2083,1,3,3,3,No,0,0.2085949625367656,6,Low,Monitor,Frequent business travel; Early tenure
1673,Sales,Sales Executive,No,Travel_Rarely,5476,10,4,1,3,No,0,0.2074485276676319,6,Low,Monitor,Low environment satisfaction
